,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month,year,m2_lot,price_m2_lot,m2_living,m2_basement,level,seasons,numeric_seasons,price_region,price_seasons,buy
41,1180000885,2014-10-30,340500.0,3,2.5,3070,5871,3.0,0,0,4,8,2510,560,1928-01-01,0,98178,47.5007,-122.223,2220,4000,10,2014,545.43,624.28,285.21,52.03,good,fall,3,413.625,423.57,no_buy
42,1180002735,2014-11-19,269000.0,2,1.5,1010,6000,1.0,0,0,4,7,1010,0,1923-01-01,0,98178,47.498,-122.222,1290,6000,11,2014,557.42,482.58,93.83,0.0,good,fall,3,413.625,423.57,no_buy
43,4279900140,2014-10-01,251000.0,4,2.0,1650,5974,1.0,0,0,5,7,860,790,1972-01-01,0,98178,47.5008,-122.257,1940,6001,10,2014,555.0,452.25,153.29,73.39,excelent,fall,3,413.625,423.57,no_buy
44,3352401090,2014-11-13,238950.0,2,1.0,1190,11400,1.0,0,0,3,7,1190,0,1951-01-01,0,98178,47.5012,-122.265,1410,11400,11,2014,1059.09,225.62,110.55,0.0,good,fall,3,413.625,423.57,yes_buy
45,2144800311,2014-11-13,315000.0,2,1.0,2080,14659,1.0,0,0,3,7,1040,1040,1960-01-01,0,98178,47.4858,-122.231,1920,15208,11,2014,1361.87,231.3,193.24,96.62,good,fall,3,413.625,423.57,yes_buy
46,1180002470,2014-11-04,354000.0,6,3.5,3020,4500,2.0,0,0,3,7,3020,0,1941-01-01,1992,98178,47.498,-122.225,900,6000,11,2014,418.06,846.77,280.57,0.0,good,fall,3,413.625,423.57,no_buy
47,7192200040,2014-10-01,280000.0,4,1.0,1880,6288,1.0,0,0,3,7,1120,760,1974-01-01,0,98178,47.5101,-122.259,1880,6334,10,2014,584.17,479.31,174.66,70.61,good,fall,3,413.625,423.57,no_buy
48,1262700040,2014-10-16,363500.0,4,1.75,2180,9702,1.0,0,0,5,7,1090,1090,1962-01-01,0,98178,47.4973,-122.268,2020,9792,10,2014,901.34,403.29,202.53,101.26,excelent,fall,3,413.625,423.57,yes_buy
49,2976800749,2014-10-31,150000.0,4,2.0,1460,7254,1.0,0,0,3,6,1460,0,1959-01-01,0,98178,47.5056,-122.254,1460,7236,10,2014,673.92,222.58,135.64,0.0,good,fall,3,413.625,423.57,yes_buy
50,7812800995,2014-09-05,200000.0,2,1.0,790,5985,1.0,0,0,3,6,790,0,1944-01-01,0,98178,47.4941,-122.24,1030,5985,9,2014,556.02,359.7,73.39,0.0,good,fall,3,413.625,423.57,yes_buy
51,4059400515,2014-09-09,229950.0,2,1.0,920,7716,1.0,0,0,3,6,920,0,1944-01-01,0,98178,47.5028,-122.243,1410,7128,9,2014,716.84,320.78,85.47,0.0,good,fall,3,413.625,423.57,yes_buy
52,4058200040,2014-09-17,361000.0,3,1.75,2130,8742,1.0,0,3,3,7,1330,800,1955-01-01,0,98178,47.5057,-122.231,2380,7448,9,2014,812.16,444.49,197.88,74.32,good,fall,3,413.625,423.57,no_buy
53,5476800201,2014-10-20,295000.0,3,2.0,1830,17321,1.0,0,0,4,7,1100,730,1948-01-01,0,98178,47.5072,-122.272,1450,10706,10,2014,1609.17,183.32,170.01,67.82,good,fall,3,413.625,423.57,yes_buy
54,7812801590,2014-10-30,219900.0,3,1.0,860,6664,1.0,0,0,3,6,860,0,1944-01-01,0,98178,47.4931,-122.247,1150,6857,10,2014,619.11,355.19,79.9,0.0,good,fall,3,413.625,423.57,yes_buy
55,3352400351,2014-11-21,200000.0,3,1.0,1480,5600,1.0,0,0,4,6,940,540,1947-01-01,0,98178,47.5045,-122.27,1350,11100,11,2014,520.26,384.42,137.5,50.17,good,fall,3,413.625,423.57,yes_buy
56,7812801850,2014-10-15,194000.0,3,1.0,1180,6050,1.0,0,0,3,6,820,360,1944-01-01,0,98178,47.4945,-122.249,1070,6050,10,2014,562.06,345.16,109.63,33.45,good,fall,3,413.625,423.57,yes_buy
57,4060000020,2014-09-18,299980.0,4,1.5,1580,10230,1.0,0,0,3,6,790,790,1945-01-01,2008,98178,47.5002,-122.246,1130,6955,9,2014,950.4,315.64,146.79,73.39,good,fall,3,413.625,423.57,yes_buy
58,7657600005,2014-10-31,249950.0,5,2.0,1730,7375,1.0,0,0,4,6,1730,0,1944-01-01,0,98178,47.4953,-122.238,1550,7125,10,2014,685.16,364.81,160.72,0.0,good,fall,3,413.625,423.57,yes_buy
59,1180008370,2014-09-25,415000.0,4,3.5,3040,7125,2.0,0,1,3,8,2240,800,2002-01-01,0,98178,47.492,-122.225,2220,7800,9,2014,661.93,626.95,282.43,74.32,good,fall,3,413.625,423.57,no_buy
60,4058802335,2014-11-25,326000.0,4,1.75,2290,7380,1.0,0,0,3,7,1390,900,1963-01-01,0,98178,47.5034,-122.245,1170,7381,11,2014,685.62,475.48,212.75,83.61,good,fall,3,413.625,423.57,no_buy
61,2045800006,2014-09-04,439000.0,3,2.25,2230,4551,1.5,0,2,5,8,1450,780,1928-01-01,0,98178,47.5078,-122.236,2060,7200,9,2014,422.8,1038.32,207.17,72.46,excelent,fall,3,413.625,423.57,no_buy
62,2171400199,2014-09-04,277554.0,5,2.25,2350,13000,1.0,0,0,3,7,2350,0,1961-01-01,0,98178,47.4939,-122.256,1570,11440,9,2014,1207.74,229.81,218.32,0.0,good,fall,3,413.625,423.57,yes_buy
63,7689600630,2014-11-06,216500.0,2,1.0,710,6960,1.0,0,0,4,6,710,0,1943-01-01,0,98178,47.4886,-122.246,940,7680,11,2014,646.6,334.83,65.96,0.0,good,fall,3,413.625,423.57,yes_buy
64,4059400190,2014-10-17,225000.0,2,1.0,800,6050,1.0,0,0,4,6,800,0,1944-01-01,0,98178,47.5001,-122.242,880,6050,10,2014,562.06,400.31,74.32,0.0,good,fall,3,413.625,423.57,yes_buy
65,3352401476,2014-11-24,199988.0,2,1.0,860,5000,1.0,0,0,3,7,860,0,1949-01-01,0,98178,47.5005,-122.267,1130,6000,11,2014,464.52,430.53,79.9,0.0,good,fall,3,413.625,423.57,no_buy
66,7657000540,2014-09-02,165000.0,4,1.0,1220,7980,1.5,0,0,3,6,1220,0,1944-01-01,0,98178,47.4924,-122.237,1210,7920,9,2014,741.37,222.56,113.34,0.0,good,fall,3,413.625,423.57,yes_buy
67,7689600215,2014-10-17,202500.0,3,1.0,1120,8576,1.0,0,0,3,6,1120,0,1943-01-01,0,98178,47.4896,-122.248,1050,8812,10,2014,796.74,254.16,104.05,0.0,good,fall,3,413.625,423.57,yes_buy
68,3352400661,2014-11-10,135900.0,2,1.0,760,3800,1.0,0,0,3,6,760,0,1950-01-01,0,98178,47.5019,-122.269,1220,7410,11,2014,353.03,384.95,70.61,0.0,good,fall,3,413.625,423.57,yes_buy
69,9282801030,2014-09-25,440000.0,5,3.0,2730,6000,1.0,0,0,3,8,1470,1260,1979-01-01,0,98178,47.4994,-122.234,2590,6000,9,2014,557.42,789.35,253.63,117.06,good,fall,3,413.625,423.57,no_buy
70,1180000830,2014-10-02,460000.0,4,3.5,2870,3225,2.0,0,3,3,9,2070,800,2006-01-01,0,98178,47.5009,-122.225,1770,6450,10,2014,299.61,1535.33,266.63,74.32,good,fall,3,413.625,423.57,no_buy
71,2172000890,2014-11-20,385000.0,4,2.5,2560,6238,2.0,0,0,3,8,2560,0,2007-01-01,0,98178,47.4899,-122.255,2560,6240,11,2014,579.53,664.33,237.83,0.0,good,fall,3,413.625,423.57,no_buy
72,179001455,2014-11-07,445000.0,4,3.25,3450,5000,2.0,0,0,3,8,3450,0,2008-01-01,0,98178,47.4925,-122.273,1420,5000,11,2014,464.52,957.98,320.52,0.0,good,fall,3,413.625,423.57,no_buy
73,7813500040,2014-10-15,335000.0,4,2.5,1900,3301,2.0,0,0,3,7,1900,0,2007-01-01,0,98178,47.489,-122.249,1960,3379,10,2014,306.67,1092.38,176.52,0.0,good,fall,3,413.625,423.57,no_buy
74,4140940130,2014-11-21,450000.0,3,2.75,2240,3360,2.0,0,0,3,8,2100,140,2014-01-01,0,98178,47.4999,-122.232,1790,5873,11,2014,312.15,1441.61,208.1,13.01,good,fall,3,413.625,423.57,no_buy
75,4140940150,2014-10-02,572000.0,4,2.75,2770,3852,2.0,0,0,3,8,2770,0,2014-01-01,0,98178,47.5001,-122.232,1810,5641,10,2014,357.86,1598.39,257.34,0.0,good,fall,3,413.625,423.57,no_buy
76,4060000240,2014-06-23,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945-01-01,0,98178,47.5009,-122.248,1190,6780,6,2014,629.88,326.13,81.75,0.0,good,summer,1,413.625,379.795,yes_buy
77,4058801670,2014-07-17,445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967-01-01,0,98178,47.5091,-122.244,2660,8712,7,2014,761.9,584.07,195.1,44.59,good,summer,1,413.625,379.795,no_buy
78,3969300030,2014-07-23,165000.0,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1943-01-01,0,98178,47.4897,-122.24,1020,7138,7,2014,662.77,248.96,92.9,0.0,good,summer,1,413.625,379.795,yes_buy
79,2172000075,2014-06-23,290900.0,2,2.0,1610,17600,2.0,0,0,3,6,1610,0,1930-01-01,1983,98178,47.4855,-122.266,1310,12950,6,2014,1635.09,177.91,149.57,0.0,good,summer,1,413.625,379.795,yes_buy
80,7812800565,2014-08-14,289500.0,3,1.0,960,6400,1.0,0,0,4,6,820,140,1944-01-01,0,98178,47.496,-122.239,1200,6600,8,2014,594.58,486.9,89.19,13.01,good,summer,1,413.625,379.795,no_buy
81,5476200160,2014-07-25,164808.0,3,1.0,1250,5411,1.0,0,0,3,7,1250,0,1980-01-01,0,98178,47.5064,-122.265,1490,6320,7,2014,502.7,327.85,116.13,0.0,good,summer,1,413.625,379.795,yes_buy
82,7567600045,2014-08-27,825000.0,2,1.0,1150,12775,1.0,1,4,4,6,1150,0,1908-01-01,0,98178,47.502,-122.222,2440,11852,8,2014,1186.84,695.12,106.84,0.0,good,summer,1,413.625,379.795,no_buy
83,2171400126,2014-06-05,269000.0,3,1.0,1690,4250,1.0,0,0,3,7,1020,670,1967-01-01,0,98178,47.4945,-122.258,1820,8865,6,2014,394.84,681.29,157.01,62.25,good,summer,1,413.625,379.795,no_buy
84,7812800310,2014-06-25,260000.0,2,1.0,1120,5650,1.0,0,0,3,6,1120,0,1944-01-01,0,98178,47.4979,-122.241,1270,6875,6,2014,524.9,495.33,104.05,0.0,good,summer,1,413.625,379.795,no_buy
85,9368700341,2014-08-22,285000.0,3,2.0,2110,6900,1.5,0,0,5,6,1220,890,1955-01-01,0,98178,47.504,-122.26,1350,7683,8,2014,641.03,444.6,196.03,82.68,excelent,summer,1,413.625,379.795,no_buy
86,3810000565,2014-07-02,255000.0,4,2.0,2430,8960,1.0,0,0,3,7,1430,1000,1960-01-01,0,98178,47.4979,-122.232,2430,8960,7,2014,832.41,306.34,225.75,92.9,good,summer,1,413.625,379.795,yes_buy
87,7129300400,2014-08-14,400000.0,6,2.0,2350,6554,2.0,0,1,3,8,2000,350,1905-01-01,0,98178,47.5115,-122.256,1560,6554,8,2014,608.89,656.93,218.32,32.52,good,summer,1,413.625,379.795,no_buy
88,5476200123,2014-07-10,200000.0,4,2.0,2090,6630,1.0,0,0,3,7,1070,1020,1974-01-01,0,98178,47.5077,-122.268,1550,7980,7,2014,615.95,324.7,194.17,94.76,good,summer,1,413.625,379.795,yes_buy
89,7657000165,2014-07-30,200000.0,4,1.0,1070,7467,1.5,0,0,3,7,1070,0,1944-01-01,0,98178,47.4942,-122.235,1160,7467,7,2014,693.71,288.3,99.41,0.0,good,summer,1,413.625,379.795,yes_buy
90,561000300,2014-06-23,345100.0,3,3.75,1950,8625,1.0,0,0,3,8,1360,590,1959-01-01,0,98178,47.505,-122.258,1950,6670,6,2014,801.29,430.68,181.16,54.81,good,summer,1,413.625,379.795,no_buy
91,3348401584,2014-08-21,210000.0,3,1.75,1400,7300,2.0,0,0,3,6,1400,0,1948-01-01,0,98178,47.4999,-122.268,1440,10825,8,2014,678.19,309.65,130.06,0.0,good,summer,1,413.625,379.795,yes_buy
92,1159100100,2014-06-20,359950.0,3,2.25,1940,11612,1.0,0,0,4,8,1100,840,1981-01-01,0,98178,47.5018,-122.23,2180,8954,6,2014,1078.79,333.66,180.23,78.04,good,summer,1,413.625,379.795,yes_buy
93,3352402195,2014-07-16,169000.0,3,1.0,890,7110,1.0,0,0,3,6,890,0,1957-01-01,0,98178,47.4971,-122.261,1100,8375,7,2014,660.54,255.85,82.68,0.0,good,summer,1,413.625,379.795,yes_buy
94,9282801950,2014-08-18,279000.0,4,1.0,1210,6000,1.5,0,2,3,7,1210,0,1943-01-01,0,98178,47.5026,-122.234,1470,6000,8,2014,557.42,500.52,112.41,0.0,good,summer,1,413.625,379.795,no_buy
95,8068000585,2014-08-27,235000.0,2,1.0,880,5600,1.0,0,0,5,7,880,0,1955-01-01,0,98178,47.5071,-122.265,1240,7015,8,2014,520.26,451.7,81.75,0.0,excelent,summer,1,413.625,379.795,no_buy
96,623059016,2014-07-17,1100000.0,4,3.25,3190,11774,2.0,1,4,3,8,2610,580,1956-01-01,1991,98178,47.5033,-122.225,2240,8725,7,2014,1093.84,1005.63,296.36,53.88,good,summer,1,413.625,379.795,no_buy
97,4141680190,2014-08-07,375000.0,3,2.5,2320,5760,1.0,0,0,3,7,1480,840,1987-01-01,0,98178,47.504,-122.248,1660,5762,8,2014,535.12,700.78,215.53,78.04,good,summer,1,413.625,379.795,no_buy
98,8067000020,2014-06-11,295000.0,5,3.5,2100,5107,2.0,0,0,3,7,1410,690,1999-01-01,0,98178,47.5108,-122.257,1410,5650,6,2014,474.46,621.76,195.1,64.1,good,summer,1,413.625,379.795,no_buy
99,1180008315,2014-07-15,212000.0,3,1.0,1040,6800,1.0,0,0,5,6,1040,0,1951-01-01,0,98178,47.492,-122.224,1430,6080,7,2014,631.74,335.58,96.62,0.0,excelent,summer,1,413.625,379.795,yes_buy
100,8069000216,2014-07-22,356200.0,3,2.0,1690,10062,1.0,0,2,5,7,940,750,1928-01-01,0,98178,47.5102,-122.241,2390,6650,7,2014,934.79,381.05,157.01,69.68,excelent,summer,1,413.625,379.795,no_buy
101,7657000225,2014-07-19,205000.0,3,1.0,860,7467,1.0,0,0,3,6,860,0,1944-01-01,0,98178,47.4947,-122.237,1280,7467,7,2014,693.71,295.51,79.9,0.0,good,summer,1,413.625,379.795,yes_buy
102,7812801115,2014-06-13,153000.0,3,1.0,1270,6405,1.5,0,0,3,6,1270,0,1944-01-01,0,98178,47.4959,-122.241,1110,6405,6,2014,595.04,257.13,117.99,0.0,good,summer,1,413.625,379.795,yes_buy
103,8068000730,2014-06-25,315000.0,4,2.0,1780,5336,1.5,0,0,5,6,930,850,1918-01-01,0,98178,47.5094,-122.263,1910,10304,6,2014,495.73,635.43,165.37,78.97,excelent,summer,1,413.625,379.795,no_buy
104,2144800615,2014-06-25,190000.0,1,0.75,930,29258,1.0,0,0,3,6,930,0,1941-01-01,0,98178,47.4837,-122.236,2000,18321,6,2014,2718.16,69.9,86.4,0.0,good,summer,1,413.625,379.795,yes_buy
105,2172000846,2014-06-19,248000.0,4,2.0,2080,13510,1.0,0,0,3,7,1040,1040,1950-01-01,0,98178,47.4918,-122.258,2010,11625,6,2014,1255.12,197.59,193.24,96.62,good,summer,1,413.625,379.795,yes_buy
106,3352400325,2014-07-24,225000.0,3,1.5,1220,8345,1.5,0,0,3,7,1220,0,1931-01-01,0,98178,47.5038,-122.266,1880,10169,7,2014,775.28,290.22,113.34,0.0,good,summer,1,413.625,379.795,yes_buy
107,1180007005,2014-06-25,265950.0,3,1.5,1150,8450,1.0,0,0,4,6,1150,0,1951-01-01,0,98178,47.4927,-122.224,1160,6800,6,2014,785.03,338.78,106.84,0.0,good,summer,1,413.625,379.795,yes_buy
108,3878900395,2014-07-28,323000.0,3,1.75,1830,12500,1.0,0,1,3,7,1200,630,1947-01-01,0,98178,47.5087,-122.25,1830,7300,7,2014,1161.29,278.14,170.01,58.53,good,summer,1,413.625,379.795,yes_buy
109,4058801065,2014-08-08,272000.0,3,2.0,1200,5700,1.0,0,0,5,7,1200,0,1942-01-01,0,98178,47.5031,-122.242,1190,6384,8,2014,529.55,513.64,111.48,0.0,excelent,summer,1,413.625,379.795,no_buy
110,2144800117,2014-06-26,270000.0,4,2.25,2600,9900,1.0,0,0,3,7,1600,1000,1965-01-01,0,98178,47.4881,-122.237,1770,11250,6,2014,919.74,293.56,241.55,92.9,good,summer,1,413.625,379.795,yes_buy
111,7812801925,2014-06-24,230000.0,4,1.75,1850,6000,1.0,0,0,4,6,1270,580,1944-01-01,0,98178,47.4923,-122.247,1270,6600,6,2014,557.42,412.62,171.87,53.88,good,summer,1,413.625,379.795,no_buy
112,1180002075,2014-08-25,235000.0,3,1.0,1210,6000,1.0,0,0,3,7,1210,0,1930-01-01,0,98178,47.4984,-122.224,1210,6000,8,2014,557.42,421.59,112.41,0.0,good,summer,1,413.625,379.795,no_buy
113,2045400075,2014-06-23,415000.0,4,2.5,2170,8518,1.0,0,3,3,7,1350,820,1955-01-01,0,98178,47.5073,-122.234,1880,7680,6,2014,791.35,524.42,201.6,76.18,good,summer,1,413.625,379.795,no_buy
114,6002400030,2014-08-14,324950.0,4,1.75,2320,9240,1.0,0,0,3,7,1160,1160,1959-01-01,2014,98178,47.4909,-122.257,2130,7320,8,2014,858.42,378.54,215.53,107.77,good,summer,1,413.625,379.795,yes_buy
115,3352402272,2014-06-11,230000.0,5,2.0,1910,7200,1.0,0,0,4,6,1110,800,1951-01-01,0,98178,47.4975,-122.261,1150,5948,6,2014,668.9,343.85,177.44,74.32,good,summer,1,413.625,379.795,yes_buy
