price,id,bedrooms,level,date,sqft_lot
2525000.0,3377900195,4,high_level,2014-09-29,45100
2510000.0,7631800015,3,high_level,2015-04-07,57990
2500000.0,5700003585,5,high_level,2014-12-29,12672
2500000.0,3025300095,4,high_level,2014-10-09,19844
2500000.0,9471200265,4,high_level,2015-05-05,16224
2500000.0,6072800170,4,high_level,2015-04-28,24354
2500000.0,4107100190,4,high_level,2015-03-24,14850
2485000.0,1324049015,4,high_level,2014-11-11,23954
2480000.0,4139420190,4,high_level,2015-05-12,16909
2479000.0,9831200500,5,high_level,2015-03-04,7500
2475000.0,1176001293,3,high_level,2014-06-17,4947
2466350.0,1118002000,5,high_level,2014-06-24,13180
2458000.0,3262300555,4,high_level,2014-07-08,14986
2453500.0,1118000110,4,high_level,2014-05-29,13586
2450000.0,2210500010,7,high_level,2014-09-30,23115
2450000.0,3623500205,4,high_level,2014-05-13,11023
2450000.0,5700004028,4,high_level,2015-04-17,6552
2450000.0,4389201250,5,high_level,2014-05-13,9000
2415000.0,2426039123,5,high_level,2015-01-30,24250
2408000.0,853200040,5,high_level,2015-04-28,23250
2400000.0,251620090,4,high_level,2014-05-30,20734
2400000.0,6169900790,6,high_level,2014-06-20,10800
2400000.0,9185700440,4,high_level,2014-07-28,7200
2400000.0,4045100075,4,high_level,2015-03-25,15188
2400000.0,2025069065,4,high_level,2014-09-29,8354
2400000.0,724069059,3,high_level,2014-05-09,11665
2400000.0,3880900010,5,high_level,2014-06-04,9088
2400000.0,3398800055,4,high_level,2014-11-19,24825
2395000.0,6072800265,4,high_level,2014-08-13,19798
2385000.0,1725059316,4,high_level,2014-11-20,13296
2384000.0,1860600135,5,high_level,2014-05-02,9050
2375000.0,6072800205,4,high_level,2014-11-19,20251
2367000.0,2579500110,3,high_level,2014-07-01,17450
2351960.0,2154970020,4,high_level,2014-07-03,19412
2350000.0,1725059127,6,high_level,2015-02-25,11547
2350000.0,625059051,4,high_level,2014-09-03,22863
2340000.0,4139900180,4,high_level,2015-04-20,35200
2328000.0,1652500010,4,high_level,2015-03-26,20759
2321000.0,4139300135,5,high_level,2014-07-09,17004
2320000.0,8085400376,4,high_level,2015-04-21,9520
2300000.0,1118001201,4,high_level,2015-01-30,8402
2300000.0,3426049284,4,high_level,2014-08-19,15929
2300000.0,5536100005,7,high_level,2014-08-08,8816
2300000.0,3880900170,4,high_level,2014-08-05,7100
2300000.0,1732801150,4,high_level,2014-07-01,9778
2300000.0,4389200765,4,high_level,2014-06-25,8570
2300000.0,8043700105,4,high_level,2015-04-17,8175
2298000.0,5452301785,4,high_level,2015-02-18,13860
2288000.0,251620110,4,high_level,2014-07-02,18362
2280000.0,1225069038,7,high_level,2014-05-05,307752
2271150.0,3625049088,4,high_level,2014-07-02,18916
2260000.0,8964800445,3,high_level,2015-02-09,14872
2250000.0,3262300485,5,high_level,2015-04-21,8118
2250000.0,5700003985,4,high_level,2014-10-29,8125
2250000.0,5316100980,3,high_level,2015-03-26,7200
2250000.0,9831200159,3,high_level,2014-08-06,3452
2250000.0,1954700695,5,high_level,2014-06-12,9453
2250000.0,4386700135,4,high_level,2014-11-14,8036
2250000.0,7855801670,4,high_level,2015-04-01,19850
2250000.0,1118001215,3,high_level,2015-02-04,8700
2250000.0,5316100920,3,high_level,2014-07-25,7800
2238890.0,2524069097,5,high_level,2014-05-09,130017
2230000.0,518500460,3,high_level,2014-10-08,5634
2230000.0,7936500109,3,high_level,2014-07-25,28064
2225000.0,856000635,4,high_level,2015-03-23,10800
2225000.0,1333300145,3,high_level,2015-03-04,30120
2225000.0,868001435,3,high_level,2015-01-27,16740
2205000.0,1973700030,3,high_level,2015-04-29,10177
2200000.0,1925069082,5,high_level,2015-05-11,22703
2200000.0,2024069008,5,high_level,2014-06-19,10450
2200000.0,3629940160,5,high_level,2015-03-11,17168
2200000.0,1118001295,4,high_level,2014-12-03,11098
2200000.0,824059305,5,high_level,2015-01-08,11652
2200000.0,9185700285,4,high_level,2014-12-23,7200
2200000.0,2425049061,3,high_level,2014-08-25,30456
2196000.0,4045100190,4,high_level,2014-10-27,18000
2195000.0,7935000280,5,high_level,2014-08-12,35765
2193000.0,1954700610,3,high_level,2014-12-09,7108
2187730.0,2525049259,4,high_level,2014-08-12,13162
2180000.0,4218400455,6,high_level,2014-07-08,11000
2175000.0,6377200010,4,high_level,2014-12-08,21701
2160000.0,5553300375,3,high_level,2014-08-20,6495
2152500.0,1370800225,4,high_level,2015-03-18,6214
2150000.0,685000115,8,high_level,2014-10-07,9415
2150000.0,3761700053,3,high_level,2015-01-05,9610
2150000.0,5710000005,4,high_level,2014-05-22,10320
2147500.0,1959701800,3,high_level,2014-07-02,5500
2140000.0,125069038,4,high_level,2014-11-25,453895
2140000.0,1338800425,6,high_level,2015-03-04,7128
2135000.0,4107100204,4,high_level,2014-08-21,17820
2125000.0,3760500336,4,high_level,2014-11-26,19513
2125000.0,622049114,3,high_level,2015-02-18,24069
2110000.0,6065300330,3,high_level,2014-06-20,17833
2100000.0,3025300226,4,high_level,2014-05-15,19865
2095000.0,5700003640,5,high_level,2014-05-19,10655
2075000.0,3861470110,4,high_level,2014-06-23,20377
2065000.0,9533100285,4,high_level,2014-06-30,7965
2050000.0,7352200450,4,high_level,2015-01-15,19989
2050000.0,7424700045,5,high_level,2015-05-13,8480
2050000.0,3505100756,4,high_level,2014-11-06,18834
2048000.0,1338300170,5,high_level,2015-03-24,8208
2027000.0,46100504,4,high_level,2014-06-17,22798
2005000.0,3585901085,6,high_level,2014-06-04,28176
2000000.0,2524049318,4,high_level,2014-05-28,18000
2000000.0,2524049179,3,high_level,2014-08-26,44867
2000000.0,1732800310,4,high_level,2015-03-02,4500
2000000.0,2726049034,3,high_level,2014-11-10,16387
2000000.0,4131900042,5,high_level,2014-05-16,10862
2000000.0,1724069059,5,high_level,2014-05-24,4443
2000000.0,3225069241,3,high_level,2015-04-22,21064
1999950.0,2424059174,4,high_level,2015-05-08,35006
1999000.0,1068000150,4,high_level,2015-05-01,7500
1998000.0,2624089007,2,high_level,2015-03-20,920423
1990000.0,1346300035,5,high_level,2014-06-26,5000
1989000.0,632000065,3,high_level,2014-06-11,13500
1987500.0,2311400056,5,high_level,2014-12-01,8960
1980000.0,2025059026,4,high_level,2015-02-25,44384
1980000.0,1651500040,4,high_level,2014-08-01,12081
1975000.0,5017000470,6,high_level,2014-07-10,9097
1970000.0,1338600225,8,high_level,2014-05-28,6480
1965220.0,824059321,4,high_level,2014-06-02,8510
1965000.0,8964800025,5,high_level,2015-02-26,13738
1960000.0,2806300065,4,high_level,2015-04-22,31353
1959000.0,1923000260,5,high_level,2014-10-15,23373
1955000.0,4055701200,4,high_level,2015-04-21,7898
1955000.0,3124059023,3,high_level,2015-02-13,12566
1950000.0,2525049113,4,high_level,2014-07-25,18713
1950000.0,8835800350,4,high_level,2015-01-12,167869
1950000.0,1568100920,4,high_level,2015-04-08,14554
1950000.0,5486800070,7,high_level,2014-06-20,15235
1950000.0,3760500280,3,high_level,2014-10-14,12779
1950000.0,2425049107,4,high_level,2015-03-05,17424
1950000.0,5493110020,4,high_level,2015-01-16,18745
1945000.0,4389201241,4,high_level,2014-12-30,6900
1940000.0,9809000020,5,high_level,2015-03-13,16672
1940000.0,2626069030,4,high_level,2015-02-09,223462
1940000.0,3860900035,5,high_level,2015-04-15,16526
1928000.0,8081500060,4,high_level,2014-10-01,20296
1925000.0,5700003630,5,high_level,2014-06-30,8050
1925000.0,1370802115,3,high_level,2014-12-05,6134
1925000.0,1118000080,4,high_level,2015-03-31,16101
1920000.0,1630700380,5,high_level,2015-01-30,230868
1920000.0,2425049066,4,high_level,2014-06-16,34412
1910000.0,1118001560,4,high_level,2014-07-10,6833
1905000.0,2540700110,4,high_level,2015-02-12,18564
1901000.0,9808700405,3,high_level,2014-06-04,13367
1900000.0,3024059014,4,high_level,2015-03-25,11489
1900000.0,1525059261,5,high_level,2015-05-05,44315
1900000.0,3835500585,4,high_level,2014-10-16,12668
1900000.0,357000135,4,high_level,2015-02-18,7830
1900000.0,4389201075,4,high_level,2014-07-31,13351
1900000.0,4114601580,6,high_level,2014-07-24,13237
1900000.0,7767000060,5,high_level,2014-09-12,16471
1900000.0,1330300300,3,high_level,2015-04-15,8550
1900000.0,3303850330,4,high_level,2014-12-16,27755
1900000.0,1727001300,4,high_level,2014-06-09,112521
1899000.0,1827200265,2,high_level,2014-09-11,32044
1898000.0,2025069140,3,high_level,2015-03-17,4334
1898000.0,8085400401,4,high_level,2015-01-15,9656
1895000.0,9809000020,5,high_level,2014-05-13,16672
1890000.0,249000180,4,high_level,2014-12-01,9345
1886700.0,824059042,5,high_level,2014-05-30,17935
1881580.0,715010530,5,high_level,2015-01-13,13000
1880000.0,2470200020,4,high_level,2014-05-14,19542
1880000.0,6447300225,3,high_level,2014-11-06,17919
1880000.0,8923600020,5,high_level,2014-08-06,6220
1875000.0,3391500050,4,high_level,2014-07-03,10929
1875000.0,6321000045,5,high_level,2014-12-22,7920
1875000.0,3885803044,4,high_level,2014-09-02,7440
1875000.0,1025039086,3,high_level,2014-09-16,29111
1870000.0,3625700010,5,high_level,2014-05-06,15175
1865000.0,3262300818,4,high_level,2015-02-27,8797
1865000.0,7787400105,4,high_level,2015-03-06,43560
1865000.0,4218400100,6,high_level,2014-09-11,6952
1862000.0,1524079188,4,high_level,2014-07-29,320917
1855000.0,9471200065,5,high_level,2014-10-15,9600
1851000.0,4134300175,4,high_level,2015-04-17,14866
1850000.0,6744701310,4,high_level,2015-04-15,11972
1850000.0,5026900235,4,high_level,2014-09-11,1880
1850000.0,3592500800,5,high_level,2014-10-18,6060
1850000.0,9201300050,5,high_level,2014-08-14,8442
1850000.0,809001520,4,high_level,2014-11-05,6000
1850000.0,1266200140,4,high_level,2015-05-06,10335
1839900.0,4457300005,4,high_level,2015-03-25,11007
1835000.0,6752500090,4,high_level,2015-01-27,39190
1830000.0,2124069115,4,high_level,2014-10-21,215186
1825000.0,5493110080,3,high_level,2014-08-15,39317
1824100.0,1051000040,3,high_level,2015-04-24,20053
1822500.0,1524069044,4,high_level,2014-10-09,88714
1820000.0,4054530260,4,high_level,2014-06-27,53330
1815000.0,4094800120,5,high_level,2014-06-19,13000
1815000.0,1725059136,4,high_level,2014-11-21,12873
1810000.0,5035300325,3,high_level,2015-04-14,15626
1810000.0,8081500050,5,high_level,2015-03-02,20441
1810000.0,1118000465,3,high_level,2015-03-12,8295
1802750.0,9286730020,5,high_level,2015-03-31,20005
1800000.0,1337300145,4,high_level,2014-07-21,8325
1800000.0,5425700205,4,high_level,2014-05-20,16953
1800000.0,4030100005,5,high_level,2014-12-09,39094
1800000.0,4385700250,4,high_level,2015-04-07,4000
1800000.0,323079101,4,high_level,2015-01-23,205603
1800000.0,3528000040,3,high_level,2015-03-26,224442
1800000.0,3343302110,3,high_level,2015-03-06,13295
1800000.0,524059063,5,high_level,2014-05-06,10279
1800000.0,5078400160,5,high_level,2014-06-05,15580
1799000.0,1329000090,4,high_level,2014-12-19,39098
1795000.0,9359100500,4,high_level,2014-05-27,13000
1795000.0,9320100090,5,high_level,2014-06-10,17232
1795000.0,5461300150,5,high_level,2014-12-11,20274
1789950.0,3893100462,5,high_level,2015-02-25,8504
1785000.0,4139420640,4,high_level,2014-10-30,14300
1780000.0,7237501190,4,high_level,2014-10-10,13402
1780000.0,644000040,4,high_level,2015-04-29,10912
1776000.0,1370803180,3,high_level,2014-08-08,7800
1775000.0,251500330,3,high_level,2014-10-14,19225
1775000.0,5457300095,4,high_level,2015-01-07,7071
1770000.0,8964800050,3,high_level,2015-03-04,14603
1769000.0,2954400310,4,high_level,2014-09-15,38900
1765000.0,644000115,4,high_level,2014-09-23,10249
1762000.0,2525049266,3,high_level,2014-08-21,16000
1760000.0,4139420370,4,high_level,2014-08-11,21630
1755000.0,1337800805,3,high_level,2014-07-03,4800
1755000.0,3304700130,4,high_level,2015-01-28,67953
1750000.0,8085400586,4,high_level,2014-11-01,8975
1750000.0,715010130,6,high_level,2015-02-02,13928
1750000.0,7533800295,4,high_level,2014-08-19,7749
1750000.0,1336800240,6,high_level,2014-05-08,5760
1750000.0,250000010,4,high_level,2014-09-24,8400
1750000.0,250000090,4,high_level,2014-07-14,7660
1750000.0,715010140,5,high_level,2014-10-02,12739
1749000.0,3025059072,4,high_level,2014-07-25,22710
1740000.0,3885808005,5,high_level,2015-03-05,5500
1740000.0,4219401080,4,high_level,2014-05-20,4545
1738000.0,1118000935,4,high_level,2014-07-05,6513
1735000.0,3585901025,3,high_level,2014-06-13,32093
1735000.0,4219400520,4,high_level,2014-06-16,5000
1735000.0,1561600056,4,high_level,2014-10-17,9654
1735000.0,1024049024,5,high_level,2014-12-03,7700
1730000.0,46100350,5,high_level,2014-06-30,26540
1730000.0,4094800260,4,high_level,2014-11-26,20668
1728000.0,6448000100,4,high_level,2014-06-17,20570
1727000.0,4141800285,4,high_level,2014-07-14,8000
1720000.0,1088100450,5,high_level,2014-07-25,35046
1715000.0,1118001805,4,high_level,2014-07-24,7623
1715000.0,1118001835,4,high_level,2014-12-23,7207
1712750.0,3738000070,5,high_level,2015-03-09,6572
1712500.0,3220200040,3,high_level,2014-06-16,5432
1710000.0,4100500070,5,high_level,2014-05-27,14685
1705000.0,5154200015,3,high_level,2015-04-14,27702
1705000.0,2154500060,5,high_level,2014-12-03,17100
1702500.0,8106100085,5,high_level,2014-05-09,23716
1700000.0,2175100055,5,high_level,2014-12-30,14649
1700000.0,1925069066,3,high_level,2014-06-23,18731
1700000.0,8073000550,4,high_level,2015-04-15,17186
1700000.0,524059330,4,high_level,2015-01-30,8963
1700000.0,8146200070,5,high_level,2015-03-10,9360
1700000.0,1224059053,5,high_level,2014-10-27,15250
1700000.0,4141010110,4,high_level,2014-08-08,15335
1700000.0,5493100366,5,high_level,2014-06-25,22885
1700000.0,1623069046,4,high_level,2015-03-12,336283
1699990.0,2311400145,4,high_level,2014-10-29,8234
1699000.0,2655500241,3,high_level,2014-08-14,35153
1698890.0,7856410411,4,high_level,2014-09-22,15246
1698000.0,3472800065,4,high_level,2014-08-26,9687
1698000.0,6600000050,4,high_level,2015-03-10,6240
1697000.0,9829200250,3,high_level,2015-01-05,6600
1695000.0,5078400215,5,high_level,2014-07-30,7067
1695000.0,5457800930,2,high_level,2014-06-13,3000
1695000.0,6738700335,4,high_level,2014-07-01,10900
1695000.0,1370800700,3,high_level,2015-02-09,5350
1695000.0,9178601660,5,high_level,2015-05-14,5354
1691000.0,9808100185,4,high_level,2014-10-03,13515
1690000.0,4219401236,3,high_level,2014-05-20,8965
1690000.0,3528000040,3,high_level,2014-10-01,224442
1688000.0,4219400580,4,high_level,2014-06-12,7500
1688000.0,4139480350,4,high_level,2015-01-13,12941
1681000.0,5093300280,5,high_level,2014-07-09,18707
1680000.0,6648150040,5,high_level,2014-05-13,23723
1680000.0,4139500410,6,high_level,2015-01-26,16747
1680000.0,853600150,4,high_level,2014-05-24,68257
1680000.0,3459900230,4,high_level,2014-11-25,29536
1680000.0,3616600003,3,high_level,2015-03-02,16972
1680000.0,4030100290,5,high_level,2014-10-01,7197
1680000.0,1329000030,4,high_level,2014-09-04,34982
1679000.0,5021900140,5,high_level,2014-11-20,11466
1675000.0,9315600050,5,high_level,2015-03-17,19080
1675000.0,1455100355,3,high_level,2014-07-08,8343
1675000.0,629800660,4,high_level,2014-09-09,25412
1675000.0,1959701745,6,high_level,2014-11-07,6600
1670000.0,2125059013,5,high_level,2015-04-20,40816
1665000.0,5350201180,4,high_level,2014-07-20,8395
1662000.0,5154700060,4,high_level,2014-10-15,19200
1660000.0,9544200277,4,high_level,2014-10-15,11189
1655000.0,4218400671,4,high_level,2015-05-05,5500
1655000.0,1370801520,4,high_level,2014-05-27,4815
1651000.0,3262300322,4,high_level,2015-04-08,13530
1650000.0,1068000255,4,high_level,2014-08-27,9567
1650000.0,1652500060,8,high_level,2014-07-11,20666
1650000.0,7856400240,4,high_level,2015-02-11,9750
1650000.0,3343301920,3,high_level,2015-03-02,8890
1650000.0,9413900035,4,high_level,2015-01-09,7500
1650000.0,8964800860,4,high_level,2015-02-09,11904
1650000.0,8964800975,4,high_level,2014-07-31,14904
1650000.0,1651800030,4,high_level,2014-08-29,20400
1650000.0,777100005,3,high_level,2014-11-22,6203
1650000.0,3024059057,4,high_level,2015-05-01,16065
1650000.0,3885803245,5,high_level,2015-03-05,8400
1650000.0,2724079090,4,high_level,2015-01-05,881654
1650000.0,1824079052,4,high_level,2015-04-01,210394
1648000.0,4104500181,4,high_level,2014-08-12,12500
1646000.0,8084900195,6,high_level,2014-11-21,16200
1640000.0,4054550010,5,high_level,2015-04-13,118047
1640000.0,3528900401,3,high_level,2014-07-01,5445
1637500.0,6117502230,3,high_level,2014-12-01,21164
1636000.0,7533800170,3,high_level,2014-07-07,6765
1635000.0,7787400030,5,high_level,2014-06-09,26784
1629000.0,9809000010,5,high_level,2015-01-06,16583
1625000.0,9279700150,4,high_level,2015-02-12,8112
1625000.0,5318101565,4,high_level,2014-07-03,3600
1620500.0,6613000585,3,high_level,2015-01-08,9362
1620000.0,7856400240,4,high_level,2014-06-27,9750
1620000.0,2450500060,4,high_level,2014-08-26,8114
1620000.0,3025300250,4,high_level,2015-05-13,17709
1620000.0,2288900140,3,high_level,2014-12-18,4000
1615000.0,4139470010,4,high_level,2014-10-06,12281
1612500.0,9412400220,4,high_level,2014-07-10,18200
1610000.0,824059331,5,high_level,2014-11-08,13260
1610000.0,853600310,5,high_level,2014-08-28,142725
1610000.0,5093300325,4,high_level,2014-05-23,11600
1610000.0,3861470120,4,high_level,2014-11-26,25807
1605000.0,2655500235,4,high_level,2015-04-10,19088
1600000.0,4139910160,5,high_level,2015-04-01,32840
1600000.0,9253900417,3,high_level,2015-01-28,19593
1600000.0,3616600250,3,high_level,2014-05-27,19000
1600000.0,524059148,4,high_level,2014-06-06,9583
1600000.0,7403200050,3,high_level,2014-11-13,23065
1600000.0,1118002090,3,high_level,2014-06-28,7200
1600000.0,9362000080,5,high_level,2015-03-16,20925
1600000.0,3225079035,6,high_level,2014-06-18,230652
1600000.0,5318100965,4,high_level,2015-02-17,3600
1600000.0,6613000750,4,high_level,2014-10-01,5000
1600000.0,4389200796,3,high_level,2014-05-22,12824
1600000.0,7215900020,4,high_level,2014-12-09,9486
1600000.0,1130000005,3,high_level,2014-07-15,5000
1600000.0,191100435,5,high_level,2014-09-26,10125
1600000.0,3536900030,3,high_level,2015-02-09,21052
1600000.0,8722100570,4,high_level,2015-04-03,5735
1600000.0,5026900160,5,high_level,2015-04-24,5374
1600000.0,1125079111,4,high_level,2015-04-15,871200
1599950.0,2624059036,5,high_level,2014-10-03,43123
1598890.0,9272200090,4,high_level,2015-02-04,6000
1598000.0,1489300005,5,high_level,2014-08-01,7500
1595000.0,6600000217,4,high_level,2015-04-03,7757
1595000.0,8655000070,5,high_level,2014-06-01,8239
1595000.0,3761100180,4,high_level,2014-09-17,13341
1590000.0,8964800755,4,high_level,2015-01-16,11131
1583000.0,7430200060,4,high_level,2015-04-24,11063
1582500.0,8085400055,4,high_level,2015-04-28,16304
1580000.0,9471201175,4,high_level,2014-05-06,10920
1580000.0,3885806105,3,high_level,2014-05-21,7200
1580000.0,2303900045,4,high_level,2014-06-23,74487
1580000.0,2524049148,4,high_level,2015-03-17,20031
1580000.0,5093301285,4,high_level,2015-03-27,10500
1580000.0,251610020,4,high_level,2015-05-08,19991
1578000.0,2225059214,4,high_level,2014-08-08,51836
1575000.0,191100405,4,high_level,2015-04-21,10125
1575000.0,3066120030,4,high_level,2015-01-27,9916
1575000.0,5452301810,5,high_level,2014-09-05,9240
1575000.0,6117502220,3,high_level,2014-11-17,22672
1575000.0,5021900635,3,high_level,2014-10-28,14250
1575000.0,6448000090,5,high_level,2014-05-12,20150
1575000.0,8678500020,4,high_level,2014-12-13,131116
1570000.0,3342104046,4,high_level,2014-07-08,18226
1570000.0,7237500390,5,high_level,2014-11-10,14731
1570000.0,5318100645,4,high_level,2014-05-27,5850
1569500.0,3271800295,5,high_level,2015-02-03,5800
1568000.0,1118001370,3,high_level,2015-01-02,8828
1565000.0,4389200876,4,high_level,2014-07-01,12750
1565000.0,4389200753,4,high_level,2014-08-19,8570
1565000.0,1330300451,3,high_level,2014-12-17,8500
1565000.0,226059096,5,high_level,2014-11-18,67319
1565000.0,624069050,4,high_level,2015-04-07,323215
1564350.0,2524049215,4,high_level,2015-05-01,17000
1563100.0,2311400195,5,high_level,2015-03-03,8100
1562000.0,8084900170,5,high_level,2014-10-23,16200
1557600.0,1925059200,4,high_level,2015-04-07,17853
1555000.0,3262300235,5,high_level,2014-11-26,16238
1555000.0,9468200109,3,high_level,2014-06-17,6240
1550000.0,2652501565,3,high_level,2015-04-23,4920
1550000.0,6448600060,5,high_level,2015-02-26,20805
1550000.0,8678500060,5,high_level,2014-07-10,171626
1550000.0,3892500150,3,high_level,2014-05-21,26027
1550000.0,2525049246,2,high_level,2014-10-17,15593
1550000.0,3754501240,3,high_level,2015-02-06,4600
1550000.0,5451300117,4,high_level,2015-04-22,17677
1550000.0,6613000375,4,high_level,2015-03-17,5000
1550000.0,2574900080,5,high_level,2014-05-13,17458
1545000.0,6096500105,4,high_level,2015-04-30,3000
1544500.0,3395000070,4,high_level,2014-09-27,15139
1540000.0,3179100180,5,high_level,2015-05-07,6960
1538000.0,3896100130,3,high_level,2014-06-17,7599
1537000.0,249000205,5,high_level,2014-10-15,8088
1535000.0,4289900005,4,high_level,2014-12-30,4100
1535000.0,8924600020,4,high_level,2014-11-14,10050
1532500.0,3758900075,5,high_level,2014-05-07,8076
1530000.0,2524049257,4,high_level,2014-09-18,16940
1525000.0,7015200335,4,high_level,2014-06-19,5131
1525000.0,3585900500,4,high_level,2015-04-02,21000
1525000.0,4139910250,4,high_level,2015-02-10,35070
1525000.0,1125069153,4,high_level,2014-08-22,111078
1520000.0,5608000190,5,high_level,2014-07-14,13288
1520000.0,2617900035,6,high_level,2014-12-01,11690
1518630.0,2397100705,4,high_level,2014-07-14,5328
1517000.0,9201300020,3,high_level,2014-08-11,9409
1515000.0,5608000630,4,high_level,2014-11-03,11795
1511250.0,2597450620,3,high_level,2014-10-09,12105
1510000.0,1832100055,5,high_level,2014-06-30,11250
1506000.0,1336800015,4,high_level,2014-05-21,5800
1505000.0,46100204,5,high_level,2015-02-21,33474
1505000.0,7856400300,2,high_level,2015-03-22,9400
1505000.0,5701500030,4,high_level,2014-06-01,7232
1500000.0,9402800005,3,high_level,2014-10-28,3610
1500000.0,7923250090,3,high_level,2015-03-10,9015
